Tên	Diện tích	Mức giá	Số phòng ngủ	Số toilet	Pháp lý	lat	lon
Căn hộ chung cư tại Vinhomes Smart City	-0.3463342883745624	3.1	3	2	-1	21.0088520050049	105.743919372559
Căn hộ chung cư tại The Matrix One	1.0601986166448374	6.5	3	2	2	21.0093860626221	105.773872375488
Căn hộ chung cư tại Chung cư B4 - B14 Kim Liên	1.1342266642774375	5.0	3	2	2	21.01015853881836	105.83633422851562
Nhà mặt phố tại đường Phố Trạm	-0.27230624074196247	13.63	4	3	2	21.026428	105.8930876
Nhà riêng tại đường Hoàng Như Tiếp	-0.42036233600716244	6.39	4	4	2	21.0405457	105.8776409
Căn hộ chung cư tại Chung cư An Lạc - Mỹ Đình	0.4186222038289708	3.25	3	2	2	21.033037185668945	105.76166534423828
Căn hộ chung cư tại Xuân Phương Residence	-0.09957412959922915	2.1	2	1	2	21.0327262878418	105.753746032715
Căn hộ chung cư tại D’. El Dorado	-0.12425014547676247	7.0	2	2	2	21.0739040374756	105.799980163574
Nhà riêng tại đường Võ Thị Sáu	-0.8398546059252291	3.88	3	3	2	21.0058026	105.8549049
Căn hộ chung cư tại Khu đô thị mới Pháp Vân - Tứ Hiệp	-0.025546081966629157	1.8	2	2	1	20.9562702178955	105.84504699707
Căn hộ chung cư tại Mỹ Đình Pearl	1.6277469818281038	7.0	4	3	-1	21.012432	105.767395
Nhà riêng tại đường Tam Trinh	0.023805949788437503	7.8	6	4	2	20.9863393	105.8635604
Nhà riêng tại phố Kim Mã	-1.0866147647005624	3.1	2	3	2	21.029527	105.8096212
Căn hộ chung cư tại phố Thái Hà	0.2705661085637708	2.78	3	2	2	21.012597	105.8201087
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	-0.14892616135429582	2.0	2	2	2	21.00241470336914	105.964111328125
Căn hộ chung cư tại đường Trần Đăng Ninh	-0.09957412959922915	2.5	2	1	2	21.0387557	105.7922448
Căn hộ chung cư tại Imperia Garden	0.887466505502104	5.0	3	2	2	20.997276	105.802986
Nhà riêng tại phường Mễ Trì	-0.7164745265375624	7.9	5	6	2	21.0036785241541	105.782566362721
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	0.3199181403188375	2.7	3	2	2	21.00241470336914	105.964111328125
Nhà riêng tại phố Mai Dịch	-0.025546081966629157	14.7	6	5	2	21.0430058	105.7752763
Căn hộ chung cư tại Discovery Complex	0.6160303308492374	4.25	2	2	1	21.035051345825195	105.79497528076172
Căn hộ chung cư tại MHD Trung Văn	0.9121425213796374	3.71	3	2	1	20.9919548034668	105.785102844238
Căn hộ chung cư tại Hồ Gươm Plaza	1.5043669024404374	4.29	4	2	-1	20.9792900085449	105.785461425781
Căn hộ chung cư tại Chung cư NO-08 Giang Biên	0.07315798154350417	2.4	2	2	2	21.06745719909668	105.92005157470705
Căn hộ chung cư tại The Pride	1.0108465848897707	3.0	3	2	-1	20.9760246276855	105.761596679688
Căn hộ chung cư tại Chung cư Đại Thanh	-0.07489811372169582	1.63	2	2	2	20.95757484436035	105.80690002441406
Căn hộ chung cư tại Sky Central	-0.07489811372169582	3.3	2	2	2	20.9827823638916	105.83438110351562
Nhà riêng tại đường Bồ Đề	-0.17360217723182914	8.8	5	4	2	21.038073	105.8719363
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	-0.543742415394829	1.3	1	1	2	21.0024147033691	105.964111328125
Nhà riêng tại đường Dương Khuê	0.07315798154350417	21.5	6	7	2	21.0353882	105.7730335
Nhà riêng tại đường Khương Trung	-0.8892066376802957	3.25	3	3	2	20.9955651	105.8175922
Nhà riêng tại đường Đại Cồ Việt	-0.4697143677622291	7.6	4	3	2	21.0081338	105.8462749
Căn hộ chung cư tại Vinhomes Times City - Park Hill	1.6524229977056373	8.2	4	3	2	20.99433326721192	105.86756134033205
Căn hộ chung cư tại đường Hoàng Quốc Việt	0.023805949788437503	2.9	2	1	2	21.0462774	105.7882601
Nhà biệt thự, liền kề tại Tây Nam Hồ Linh Đàm	0.5173262673391041	12.6	4	4	-1	20.962661743164062	105.8212661743164
Căn hộ chung cư tại Hà Nội Paragon	1.701775029460704	5.8	3	2	1	21.03117752075196	105.78939819335938
Nhà riêng tại đường Huỳnh Thúc Kháng	-0.5930944471498958	10.48	4	4	2	21.0183987	105.8112651
Nhà riêng tại đường Xuân Đỉnh	-0.9632346853128957	3.3	2	3	2	21.0713761	105.7943322
Nhà riêng tại đường Bùi Xương Trạch	-0.8892066376802957	3.4	4	4	2	20.9872801	105.8185879
Căn hộ chung cư tại Helios Tower 75 Tam Trinh	0.09783399742103749	3.15	2	2	2	20.994585037231445	105.86339569091795
Nhà riêng tại phố Trung Kính	0.2705661085637708	16.0	7	8	2	21.0118971	105.8012873
Căn hộ chung cư tại New Horizon City - 87 Lĩnh Nam	0.7147343943593707	3.3	3	2	2	20.9894237518311	105.866561889648
Nhà riêng tại đường Hoàng Mai	-0.09957412959922915	8.9	4	5	2	20.9885384	105.8568166
Căn hộ chung cư tại An Bình City	0.12251001329857082	3.5	2	2	2	21.0495662689209	105.778594970703
Nhà riêng tại đường Hà Trì	-0.27230624074196247	2.7	4	3	-1	20.9642275	105.7834302
Căn hộ chung cư tại FLC Complex 36 Phạm Hùng	0.5913543149717041	4.0	3	2	2	21.02819061279297	105.7791976928711
Nhà riêng tại đường Hoàng Hoa Thám	-0.5930944471498958	5.95	4	5	2	21.0395998	105.8279835
Nhà riêng tại đường Đê La Thành	-1.0866147647005624	3.6	3	4	2	21.017265	105.8317477
Nhà riêng tại đường Trương Định	-0.8645306218027624	3.3	3	4	2	20.9842193	105.8460887
Nhà riêng tại đường Phú Diễn	-0.7411505424150957	4.67	3	4	-1	21.0452512	105.7624855
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	0.39394618795143743	4.5	2	2	2	21.008366	105.80291
Căn hộ chung cư tại Goldmark City	2.2446473787664374	6.5	4	2	2	21.044233322143555	105.76731872558594
Nhà riêng tại phố Yên Lạc	-0.2229542089868958	11.0	7	7	2	21.0003255	105.8631135
Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm	2.1459433152563037	17.94	2	2	2	21.00241470336914	105.964111328125
Nhà biệt thự, liền kề tại đường Đại lộ Chu Văn An	0.7640864261144374	19.0	6	6	2	20.9749989426765	105.823630009708
Căn hộ chung cư tại Eurowindow River Park	0.048481965665970836	2.01	2	2	2	21.0823497772217	105.871757507324
Nhà riêng tại đường Đại Từ	-0.3710103042520958	5.5	4	4	2	20.9713546	105.8353495
Căn hộ chung cư tại Khu đô thị Văn Khê	1.701775029460704	2.85	3	2	-1	20.972412109375	105.761528015137
Nhà riêng tại đường La Nội	-0.9385586694353624	3.05	3	3	2	20.9790268302375	105.748376566409
Nhà riêng tại phố Cự Lộc	-0.14892616135429582	14.6	24	24	2	21.0012554	105.8137407
Nhà riêng tại đường Ngọc Hồi	-0.7164745265375624	3.5	4	4	2	20.9488254	105.8442566
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	4.12002458545897	8.02	4	3	2	21.0083656311035	105.802909851074
Căn hộ chung cư tại An Bình City	0.5173262673391041	4.5	3	2	2	21.0495662689209	105.778594970703
Căn hộ chung cư tại HUD3 Nguyễn Đức Cảnh	0.5420022832166375	3.73	3	2	-1	20.987325668335	105.849838256836
Nhà biệt thự, liền kề tại Chung cư Packexim	1.2082547119100373	21.0	6	4	2	21.083890914917	105.808479309082
Căn hộ chung cư tại Park Kiara	1.6277469818281038	7.8	3	3	2	20.9673748016357	105.754013061523
Căn hộ chung cư tại Đồng Phát Park View Tower	0.6407063467267707	2.95	3	2	2	20.980098724365234	105.8742446899414
Nhà riêng tại đường Tân Mai	-0.5930944471498958	5.2	3	3	2	20.9836483	105.8551097
Căn hộ chung cư tại The Manor - Hà Nội	4.514840839499503	11.0	4	3	2	21.0141735076904	105.775871276855
Căn hộ chung cư tại The Matrix One	0.4186222038289708	4.9	2	2	0	21.00938606262207	105.77387237548828
Nhà riêng tại đường Vương Thừa Vũ	-0.765826558292629	6.58	4	5	2	20.9986295	105.8218709
Nhà riêng tại đường Yên Hòa	-0.5684184312723625	8.15	5	5	2	21.023216	105.7948113
Căn hộ chung cư tại đường Vũ Trọng Phụng	-0.2229542089868958	2.2	3	1	2	20.9995156	105.8082001
Nhà riêng tại đường 32	-0.7411505424150957	3.15	4	4	2	21.0568277	105.7288791
Căn hộ chung cư tại The Emerald	0.29524212444130415	3.39	2	2	2	21.02216148376465	105.77179718017578
Nhà riêng tại đường Nguyễn Khánh Toàn	-0.3463342883745624	7.7	6	4	2	21.0377412	105.8008204
Nhà riêng tại đường La Phù	-0.8892066376802957	1.95	3	3	2	20.9774186214318	105.734460372663
Nhà riêng tại đường Định Công Hạ	-0.8151785900476957	3.8	3	3	-1	20.9827063	105.8274629
Căn hộ chung cư tại HH4 Linh Đàm	0.17186204505363747	2.0	3	2	-1	20.963314056396484	105.82673645019533
Căn hộ chung cư tại Rose Town	0.5173262673391041	2.7	3	2	1	20.956588745117188	105.84488677978516
Nhà riêng tại đường Đa Sỹ	-0.9632346853128957	2.9	3	4	2	20.9592584	105.7857359
Nhà biệt thự, liền kề tại TSQ Galaxy	-0.3463342883745624	10.0	5	5	2	20.984521865844727	105.7755355834961
Nhà riêng tại đường Hoàng Văn Thái	-0.6671224947824957	5.8	4	4	2	20.9965037	105.8261259
Nhà riêng tại phố Trần Quốc Hoàn	-0.4697143677622291	12.2	5	3	2	21.0416888	105.7864094
Nhà riêng tại đường Lĩnh Nam	-0.2229542089868958	9.8	4	6	2	20.9884567	105.8663781
Đất nền dự án tại Khu đô thị Minh Giang Đầm Và	1.0108465848897707	1.87	6	4	0	21.160531997680664	105.76445770263672
Căn hộ chung cư tại The Park Home	2.0965912835012372	9.3	4	3	2	21.02956771850586	105.79187774658205
Nhà riêng tại đường Quang Tiến	-0.09957412959922915	4.2	2	1	2	21.0011158	105.7579961
Căn hộ chung cư tại Chung cư Đại Thanh	-0.3956863201296291	1.09	1	1	-1	20.95757484436035	105.80690002441406
Nhà riêng tại phố Thái Hà	-0.8151785900476957	7.6	3	5	2	21.012597	105.8201087
Căn hộ chung cư tại Royal City	1.997887219991104	7.0	4	3	2	21.002666473388672	105.8154296875
Nhà riêng tại phố Sơn Tây	-0.7164745265375624	11.7	6	4	2	21.032972	105.832429
Căn hộ chung cư tại Khu đô thị mới Pháp Vân - Tứ Hiệp	0.22121407680870414	2.25	3	2	2	20.956270217895508	105.84504699707033
Căn hộ chung cư tại HH2 Linh Đàm	0.07315798154350417	1.7	2	2	-1	20.96433448791504	105.8272933959961
Nhà riêng tại phường Bồ Đề	-0.7164745265375624	4.75	5	4	2	21.0381096628588	105.872891462379
Nhà riêng tại phố Xã Đàn	-0.7164745265375624	5.0	4	4	2	21.0168216	105.8318746
Căn hộ chung cư tại An Bình City	0.39394618795143743	4.0	3	2	2	21.0495662689209	105.778594970703
Nhà biệt thự, liền kề tại La Casta Văn Phú	0.4432982197065041	14.5	4	4	2	20.9597339082763	105.765305672441
Nhà riêng tại đường Quang Tiến	-0.913882653557829	3.0	2	3	2	21.0011158	105.7579961
Căn hộ chung cư tại Vinhomes Skylake	2.4914075375417704	12.0	4	3	-1	21.0201683044434	105.780754089355
Nhà biệt thự, liền kề tại Làng Việt Kiều Châu Âu Euroland	0.17186204505363747	16.0	4	3	-1	20.983457565307617	105.78564453125
Nhà riêng tại đường Nam Dư	-0.2229542089868958	5.5	5	4	2	20.9822997	105.8866913
Nhà riêng tại phố Hoàng Cầu	1.109550648399904	20.9	5	5	2	21.0164891	105.8227091
Nhà riêng tại phố Bạch Mai	-0.5190663995172957	7.4	6	4	2	20.9979326	105.8503243
Căn hộ chung cư tại FLC Complex 36 Phạm Hùng	0.023805949788437503	3.0	2	2	2	21.02819061279297	105.7791976928711
Nhà riêng tại đường Phố Trạm	-0.3216582724970291	5.5	3	4	2	21.026428	105.8930876
Căn hộ chung cư tại Eco City Việt Hưng	0.39394618795143743	2.65	3	2	2	21.057735443115234	105.9133529663086
Nhà riêng tại đường Đức Giang	-0.8398546059252291	3.76	3	4	-1	21.0684295	105.8893572
Căn hộ chung cư tại La Casta Văn Phú	0.887466505502104	4.0	3	2	2	20.96345901489257	105.76276397705078
Căn hộ chung cư tại Goldmark City	0.22121407680870414	2.5	2	2	2	21.0442333221436	105.767318725586
Căn hộ chung cư tại Eco City Việt Hưng	-0.14892616135429582	2.2	2	2	2	21.0577354431152	105.913352966309
Nhà riêng tại đường Ngọc Lâm	-0.5930944471498958	5.5	3	4	2	21.0468238	105.8717343
Căn hộ chung cư tại Khu đô thị mới Dương Nội	0.29524212444130415	2.5	2	2	2	20.981019973754883	105.75489807128906
Nhà riêng tại đường 1	-0.7164745265375624	1.5	2	1	-1	20.9182554	105.8523961
Căn hộ chung cư tại Dreamland Bonanza	0.6900583784818374	5.2	3	2	2	21.03060913085937	105.7810287475586
Nhà riêng tại phố Đại Đồng	-0.913882653557829	4.05	3	4	2	20.9972539	105.8814308
Nhà riêng tại đường Lê Trọng Tấn	-0.2229542089868958	12.0	4	4	2	21.0002924	105.8280106
Nhà riêng tại đường Lạc Long Quân	-0.4697143677622291	16.9	4	6	2	21.0536849	105.8088967
Nhà riêng tại phố Phương Mai	0.023805949788437503	18.0	7	8	2	21.0012748	105.8393044
Nhà riêng tại đường Khương Trung	-0.6424464789049624	5.4	4	2	2	20.9955651	105.8175922
Nhà riêng tại phố Trung Hòa	0.07315798154350417	23.3	5	6	2	21.0118971	105.8012873
Nhà riêng tại đường Lạc Long Quân	-0.4697143677622291	17.0	5	8	2	21.0536849	105.8088967
Nhà riêng tại phố Trung Kính	0.2705661085637708	18.2	6	5	2	21.0118971	105.8012873
Nhà riêng tại phố Hồng Tiến	-0.4697143677622291	10.3	4	5	2	21.0392207	105.8729201
Nhà riêng tại đường Minh Khai	-0.7164745265375624	7.5	5	4	-1	20.9950928	105.8567517
Căn hộ chung cư tại Rivera Park Hà Nội	0.07315798154350417	3.9	2	2	2	20.9991188049316	105.808441162109
Căn hộ chung cư tại The Artemis	0.6160303308492374	5.2	3	2	2	20.9997215270996	105.828330993652
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	0.9121425213796374	4.0	3	2	2	21.00836563110352	105.80290985107422
Nhà riêng tại phố Tôn Đức Thắng	-1.2099948440882289	2.28	3	2	2	21.0232186	105.832676
Nhà riêng tại đường Bùi Xương Trạch	-0.025546081966629157	5.8	3	3	2	20.9917476529439	105.817450643378
Nhà mặt phố tại đường Nguyễn Trãi	-0.6671224947824957	6.35	4	3	2	20.9877606	105.8006384
Căn hộ chung cư tại FLC Complex 36 Phạm Hùng	-0.2969822566194958	2.8	2	1	2	21.028190612793	105.779197692871
Nhà riêng tại đường Đặng Thùy Trâm	-0.3463342883745624	16.8	6	4	2	21.0445038	105.7851092
Nhà mặt phố tại đường Tạ Hiện	-1.284022891720829	4.9	1	1	2	21.0349902	105.8520521
Nhà riêng tại phố Cự Lộc	-0.4697143677622291	5.6	3	3	-1	21.0029343	105.8119869
Nhà mặt phố tại đường Hồ Đắc Di	-0.42036233600716244	16.0	5	6	2	21.0122607	105.8291053
Căn hộ chung cư tại đường Đoàn Thị Điểm	-0.07489811372169582	2.4	2	1	-1	21.0263873	105.8322393
Nhà riêng tại đường Ngọc Thụy	-0.8398546059252291	3.5	3	3	2	21.0497426	105.8667669
Căn hộ chung cư tại The K Park	-0.025546081966629157	2.69	2	2	2	20.95990562438965	105.79180145263672
Nhà riêng tại phố Thái Hà	0.048481965665970836	17.8	19	19	2	21.0054603	105.8332207
Căn hộ chung cư tại N04A Ngoại Giao Đoàn	-0.2229542089868958	3.85	2	2	-1	21.066186904907227	105.80116271972656
Nhà riêng tại đường Cổ Điển	0.07315798154350417	4.5	4	3	2	21.1139604	105.7880472
Căn hộ chung cư tại Imperia Smart City	0.023805949788437503	3.1	3	2	2	20.9992771148682	105.73811340332
Căn hộ chung cư tại HH1 Linh Đàm	-0.05022209784416248	1.58	2	2	-1	20.9647350311279	105.826362609863
Nhà biệt thự, liền kề tại Khu đô thị HUD Sơn Tây	0.6407063467267707	3.89	4	5	2	21.134740829467773	105.50714111328124
Căn hộ chung cư tại C14 - Bộ Công An	1.553718934195504	3.5	3	3	2	20.9908123016357	105.783912658691
Căn hộ chung cư tại The Golden Palm Lê Văn Lương	0.6900583784818374	5.2	3	2	2	21.006311416626	105.807479858398
Nhà riêng tại đường Nguyễn Văn Cừ	-0.2229542089868958	9.9	7	4	2	21.0438304	105.8723803
Nhà riêng tại đường Bát Khối	-0.8151785900476957	2.89	3	4	2	21.0249365	105.8849321
Nhà riêng tại đường Hoàng Quốc Việt	-0.3463342883745624	12.29	3	3	2	21.0462988	105.7992852
Nhà riêng tại đường Lê Đức Thọ	-0.9632346853128957	3.85	3	3	2	21.0306511	105.769254
Nhà riêng tại đường Mỹ Đình	-0.8398546059252291	4.5	5	5	-1	21.0273446	105.7742214
Nhà riêng tại đường Đào Tấn	-0.2229542089868958	8.5	4	4	2	21.0325448	105.8089097
Nhà riêng tại đường Nguyễn Khang	-0.3463342883745624	15.7	5	6	2	21.0276141	105.7986536
Nhà biệt thự, liền kề tại Khu đô thị mới La Khê	-0.3463342883745624	11.8	5	5	2	20.96564292907715	105.75942993164062
Nhà riêng tại đường Lạc Long Quân	-0.5930944471498958	5.5	5	4	2	21.0556973	105.8088033
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	-0.543742415394829	1.32	1	1	2	21.0024147033691	105.964111328125
Căn hộ chung cư tại Bohemia Residence	0.39394618795143743	4.3	2	2	2	20.9974040985107	105.804061889648
Nhà riêng tại phố Trần Quốc Hoàn	-0.09957412959922915	12.9	4	4	2	21.0416888	105.7864094
Căn hộ chung cư tại Feliz Homes	-0.09957412959922915	3.1	2	1	-1	20.98483657836914	105.85985565185548
Nhà riêng tại đường Cổ Nhuế	-0.2969822566194958	5.8	4	3	2	21.064259	105.779589
Nhà riêng tại đường Hoàng Văn Thái	-0.3463342883745624	6.8	5	5	2	20.9969854	105.8245436
Căn hộ chung cư tại Tháp doanh nhân Tower	-0.2229542089868958	1.62	2	2	-1	20.97531509399414	105.78067779541016
Căn hộ chung cư tại Chung cư B4 - B14 Kim Liên	2.1212672993787707	8.0	4	2	2	21.0101585388184	105.836334228516
Căn hộ chung cư tại The Charm An Hưng	0.023805949788437503	2.5	2	2	2	20.97471046447754	105.76071166992188
Nhà riêng tại đường Xuân La	0.5173262673391041	17.9	6	7	2	21.0644876	105.8061035
Căn hộ chung cư tại Central Field Trung Kính	-0.2229542089868958	3.0	2	2	2	21.020978927612305	105.7910614013672
Căn hộ chung cư tại Hà Nội Aqua Central	1.6030709659505706	15.2	4	2	2	21.044471740722656	105.84562683105467
Nhà riêng tại đường Nguyễn Văn Cừ	0.023805949788437503	12.0	4	4	2	21.0495394	105.8834124
Căn hộ chung cư tại The Legend Tower 109 Nguyễn Tuân	0.39394618795143743	4.6	2	2	2	21.0046138763428	105.804077148438
Căn hộ chung cư tại Hoàng Thành Pearl	1.0601986166448374	5.5	3	2	2	21.0401592254639	105.76131439209
Nhà riêng tại đường Cổ Linh	-0.4697143677622291	3.6	4	3	2	21.0242557	105.9024498
Nhà riêng tại đường Nguyễn Văn Huyên	0.39394618795143743	20.0	5	4	-1	21.0420749	105.797679
Nhà riêng tại đường Ngọc Thụy	-0.7411505424150957	4.0	5	4	2	21.0497426	105.8667669
Căn hộ chung cư tại The Link 345-CT1	1.5043669024404374	7.7	4	3	2	21.08229255676269	105.79182434082033
Nhà mặt phố tại đường Khương Trung mới	-0.14892616135429582	8.5	6	6	2	20.9982592	105.8174747
Nhà biệt thự, liền kề tại An Lạc - Phùng Khoang	0.2705661085637708	15.45	5	4	2	20.98660469055176	105.78857421875
Căn hộ chung cư tại Chung cư Vườn Xuân - 71 Nguyễn Chí Thanh	1.0108465848897707	5.0	3	2	2	21.0153713226318	105.812881469727
Căn hộ chung cư tại Eco Green City	0.6407063467267707	3.6	3	2	2	20.984243392944336	105.8084487915039
Căn hộ chung cư tại FLC Star Tower	0.2705661085637708	2.33	2	2	1	20.962554931640625	105.76525115966795
Nhà riêng tại đường Quốc lộ 21B	-0.913882653557829	1.85	3	3	2	20.942737	105.7567347
Căn hộ chung cư tại IA20 Ciputra	0.5666782990941708	3.2	3	2	-1	21.091917037963867	105.78500366210938
Căn hộ chung cư tại phố Trần Quý Kiên	0.4432982197065041	3.0	2	1	2	21.0375451	105.7919566
Nhà biệt thự, liền kề tại An Lạc Green Symphony	1.7511270612157706	20.69	4	3	1	21.03314971923828	105.73218536376952
Nhà riêng tại đường Lương Khánh Thiện	-0.7164745265375624	4.15	4	3	2	20.9855604	105.8510211
Nhà riêng tại Khu đô thị Đại Kim	-0.5190663995172957	11.0	4	4	2	20.97244644165039	105.81983947753906
Nhà riêng tại phường Văn Quán	-0.8398546059252291	4.9	4	3	2	20.9761537522241	105.79117827989
Nhà riêng tại đường 6A	3.67585629966337	3.3	4	2	-1	20.9018582464624	105.624810031309
Nhà biệt thự, liền kề tại Khu đô thị Đại Kim	0.3445941561963708	10.79	6	5	2	20.9748001098633	105.835304260254
Căn hộ chung cư tại 6th Element	0.46797423558403745	4.4	2	2	-1	21.0596752166748	105.804077148438
Nhà riêng tại phố Đại Đồng	-0.8398546059252291	3.5	3	4	-1	20.9972539	105.8814308
Nhà mặt phố tại phố Chùa Quỳnh	-0.2229542089868958	13.8	4	5	2	20.9990975	105.8578386
Nhà riêng tại đường Tân Mai	-0.6917985106600291	5.25	3	4	2	20.9837408	105.8500372
Nhà riêng tại đường Nguyễn Thị Định	-0.17360217723182914	14.8	8	5	2	21.0098474	105.8046507
Căn hộ chung cư tại The Pride	0.14718602917610416	2.3	2	2	2	20.976024627685547	105.7615966796875
Nhà riêng tại phố Hoàng Cầu	-0.3216582724970291	12.8	6	5	-1	21.0164891	105.8227091
Nhà riêng tại phố Vũ Tông Phan	-0.5684184312723625	4.68	4	3	2	20.9980038	105.8172118
Nhà riêng tại đường Phú Mỹ	-0.9632346853128957	3.75	4	4	2	21.0290663	105.7739022
Nhà biệt thự, liền kề tại Khu đô thị HUD Sơn Tây	0.14718602917610416	3.55	4	3	2	21.134740829467773	105.50714111328124
Căn hộ chung cư tại Goldmark City	0.8627904896245707	3.5	3	2	2	21.044233322143555	105.76731872558594
Nhà riêng tại đường Đỗ Đức Dục	-0.7164745265375624	4.05	5	4	2	21.0096765	105.7839591
Căn hộ chung cư tại FLC Green Apartment	-0.5930944471498958	1.8	2	2	1	21.029512405395508	105.77908325195312
Căn hộ chung cư tại N01-T3 Ngoại Giao Đoàn	1.4550148706853707	6.4	3	2	2	21.06308555603028	105.7948226928711
Căn hộ chung cư tại Sunshine Riverside	-0.05022209784416248	3.2	2	1	2	21.0786514282227	105.802612304688
Nhà riêng tại phố Tôn Đức Thắng	-1.1853188282106957	2.99	3	2	-1	21.0232186	105.832676
Nhà riêng tại đường Tô Vĩnh Diện	-0.9385586694353624	7.75	3	4	2	20.9996802	105.820891
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	-0.9385586694353624	0.95	1	1	2	21.0024147033691	105.964111328125
Căn hộ chung cư tại Chung cư 130 Nguyễn Đức Cảnh	0.5420022832166375	3.2	2	2	2	20.98716163635254	105.85198211669922
Nhà riêng tại đường Nguyễn Văn Cừ	-0.6424464789049624	7.2	4	5	2	21.0495394	105.8834124
Nhà riêng tại đường Lê Quang Đạo	-0.7164745265375624	4.8	7	7	-1	21.0122732	105.7708047
Căn hộ chung cư tại The K Park	-0.24763022486442912	2.2	2	2	2	20.95990562438965	105.79180145263672
Nhà riêng tại đường Tô Vĩnh Diện	-0.7164745265375624	6.48	4	6	2	20.9996802	105.820891
Căn hộ chung cư tại The Zei Mỹ Đình	0.9368185372571707	6.05	3	2	2	21.03445816040039	105.7696533203125
Căn hộ chung cư tại Khai Sơn City	0.49265025146157077	3.3	2	1	1	21.0522689819336	105.8848114013672
Nhà riêng tại đường Hoàng Quốc Việt	-0.27230624074196247	14.9	8	6	2	21.0462988	105.7992852
Nhà riêng tại phố Bạch Mai	-0.7411505424150957	3.86	3	4	2	20.998032	105.8503425
Căn hộ chung cư tại The Sakura - Vinhomes Smart City	-0.3463342883745624	2.4	2	2	2	21.005226135253903	105.7389144897461
Nhà riêng tại phố Trần Cung	-0.3463342883745624	4.3	5	3	2	21.0523823	105.7891513
Nhà biệt thự, liền kề tại đường Lạc Long Quân	3.2316880138677706	17.0	5	2	2	21.0494664	105.8068547
Căn hộ chung cư tại Khu đô thị Nam Thăng Long - Ciputra	0.4432982197065041	4.2	3	2	2	21.07213592529297	105.81099700927734
Căn hộ chung cư tại Green Park Tower	0.887466505502104	4.95	3	2	-1	21.02239990234375	105.7866668701172
Căn hộ chung cư tại The Tonkin - Vinhomes Smart City	-0.025546081966629157	3.4	2	2	2	21.0052261352539	105.738914489746
Căn hộ chung cư tại HC Golden City	0.3199181403188375	3.72	3	2	1	21.03717803955078	105.8730697631836
Căn hộ chung cư tại Khu đô thị Mỹ Đình Sông Đà - Sudico	1.5783949500730372	4.0	3	2	2	21.0174350738525	105.780395507813
Nhà riêng tại đường Láng	-0.543742415394829	8.15	6	5	2	21.0216524	105.8009999
Căn hộ chung cư tại D’. Le Roi Soleil	1.0108465848897707	10.0	3	2	2	21.065832138061523	105.82650756835938
Nhà riêng tại đường Xuân La	0.4186222038289708	17.6	6	5	-1	21.0644876	105.8061035
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	-0.3463342883745624	1.6	2	1	2	21.0024147033691	105.964111328125
Căn hộ chung cư tại Chung cư Đại Thanh	-0.8151785900476957	0.77	1	1	0	20.9575748443604	105.806900024414
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	0.2705661085637708	2.35	3	2	2	21.0024147033691	105.964111328125
Nhà mặt phố tại đường Cổ Linh	0.39394618795143743	21.45	12	12	2	21.0280879	105.8926223
Nhà riêng tại đường Khương Đình	0.7640864261144374	10.4	6	5	2	20.9911336	105.8132797
Căn hộ chung cư tại Trung tâm thương mại TSQ	3.0342798868475036	5.9	4	3	2	20.978330612182617	105.78334045410156
Căn hộ chung cư tại Khu đô thị Nam Trung Yên	-0.543742415394829	2.2	2	1	2	21.014148712158203	105.78872680664062
Căn hộ chung cư tại FLC Complex 36 Phạm Hùng	1.5290429183179706	4.4	3	2	2	21.02819061279297	105.7791976928711
Căn hộ chung cư tại Anland LakeView	0.5173262673391041	3.75	3	2	2	20.983043670654297	105.75733947753906
Căn hộ chung cư tại Times Tower Lê Văn Lương	0.9368185372571707	5.1	3	2	2	21.0024528503418	105.80119323730467
Căn hộ chung cư tại Chung cư cao cấp CT5 Văn Khê	-0.025546081966629157	2.1	2	1	2	20.9730224609375	105.763275146484
Căn hộ chung cư tại Khai Sơn City	0.19653806093117082	3.0	2	2	1	21.0522689819336	105.8848114013672
Căn hộ chung cư tại Chung cư Vườn Xuân - 71 Nguyễn Chí Thanh	1.0108465848897707	4.95	3	2	2	21.01537132263184	105.81288146972656
Căn hộ chung cư tại Chung cư 122 Vĩnh Tuy	-0.09957412959922915	2.6	2	2	2	20.999268	105.875725
Nhà riêng tại đường Nguyễn Cảnh Dị	-0.27230624074196247	12.0	5	5	2	20.9772735	105.8359605
Nhà riêng tại đường Xuân Đỉnh	-0.6424464789049624	4.5	3	3	2	21.0713761	105.7943322
Nhà riêng tại phố Hào Nam	-0.8398546059252291	4.5	4	4	2	21.0255158	105.8275913
Nhà mặt phố tại đường Nguyễn Khả Trạc	-0.3463342883745624	14.0	6	5	2	21.0450471	105.7773378
