Tên	Diện tích	Mức giá	Số phòng ngủ	Số toilet	Pháp lý	lat	lon
Căn hộ chung cư tại The Legend Tower 109 Nguyễn Tuân	0.09783399742103749	4.0	2	2	2	21.0046138763428	105.804077148438
Nhà riêng tại đường Ngọc Hà	-0.5190663995172957	10.8	6	4	0	21.0377651	105.8300275
Nhà riêng tại đường Quang Trung	-0.2229542089868958	7.5	4	3	2	20.9724114	105.7615252
Nhà riêng tại đường 422B	-0.4697143677622291	4.95	4	3	2	21.030399369684	105.732218188185
Nhà riêng tại phố Hào Nam	-0.5930944471498958	8.7	4	5	2	21.0158394	105.8306551
Nhà riêng tại phố Kim Mã	-0.8645306218027624	4.2	3	4	2	21.031921	105.82514
Căn hộ chung cư tại Khu đô thị mới Văn Quán	-0.025546081966629157	2.2	2	1	-1	20.9739627838135	105.789070129395
Nhà riêng tại đường Hồ Tùng Mậu	0.3445941561963708	12.5	8	9	2	21.0391804	105.7695502
Nhà riêng tại đường Tân Mai	-0.3216582724970291	6.25	4	3	2	20.9837408	105.8500372
Căn hộ chung cư tại Vimeco II - Nguyễn Chánh	1.8745071406034373	6.0	3	3	2	21.009666442871094	105.7937469482422
Căn hộ chung cư tại Imperia Garden	0.14718602917610416	3.8	2	2	-1	20.9972763061523	105.80298614502
Nhà mặt phố tại đường Hồ Rùa	-0.5930944471498958	11.0	4	5	2	20.9940303	105.8360549
Nhà riêng tại đường Tân Mai	-0.3463342883745624	8.0	6	6	2	20.9837408	105.8500372
Căn hộ chung cư tại The Park Home	1.257606743665104	6.8	3	2	2	21.02956771850586	105.79187774658205
Nhà riêng tại đường Quốc lộ 6	-0.8398546059252291	1.85	4	3	2	20.9483561	105.7463841
Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai	1.109550648399904	11.4	3	2	2	21.03326988220215	105.81670379638672
Căn hộ chung cư tại Sunshine Garden	1.4550148706853707	4.7	4	3	-1	20.99668502807617	105.87384796142578
Căn hộ chung cư tại Grandeur Palace Giảng Võ	1.4550148706853707	13.0	3	3	2	21.028797149658203	105.82567596435548
Nhà riêng tại đường Đội Cấn	-0.4697143677622291	11.3	4	4	2	21.0349161	105.8253805
Nhà riêng tại đường Thanh Bình	-0.765826558292629	3.8	3	4	2	20.9824766	105.7780675
Căn hộ chung cư tại Thành Công Tower 57 Láng Hạ	3.207011997990237	8.8	3	1	2	21.0192604064941	105.817268371582
Nhà riêng tại đường Trần Thái Tông	-0.7164745265375624	9.5	5	6	2	21.031399	105.7883883
Căn hộ chung cư tại Park Kiara	0.3199181403188375	4.35	2	2	1	20.967374801635746	105.75401306152344
Căn hộ chung cư tại FLC Complex 36 Phạm Hùng	0.7640864261144374	4.35	3	2	2	21.02819061279297	105.7791976928711
Nhà riêng tại phố Nguyễn Ngọc Vũ	-0.2229542089868958	13.0	6	5	2	21.0118082	105.8083617
Nhà riêng tại phường Thạch Bàn	-0.5930944471498958	4.95	5	4	2	21.023968555761	105.916576094711
Căn hộ chung cư tại The Artemis	0.7640864261144374	5.5	3	2	2	20.999722	105.82833
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	-0.025546081966629157	1.85	2	2	2	21.00241470336914	105.964111328125
Nhà biệt thự, liền kề tại Khu biệt thự Thiên Đường Bảo Sơn	3.2316880138677706	18.5	5	4	2	21.00174903869629	105.730712890625
Căn hộ chung cư tại Feliz Homes	0.6653823626043041	4.3	3	3	2	20.98483657836914	105.85985565185548
Căn hộ chung cư tại FLC Complex 36 Phạm Hùng	0.7147343943593707	4.0	3	2	2	21.02819061279297	105.7791976928711
Nhà riêng tại đường Tứ Liên	-0.7164745265375624	8.5	7	7	2	21.0695076	105.8378366
Nhà riêng tại đường Văn Phú	-0.5930944471498958	4.2	4	4	2	20.9620075	105.7685814
Căn hộ chung cư tại HPC Landmark 105	1.1342266642774375	3.75	3	2	2	20.97366714477539	105.75871276855467
Nhà riêng tại đường Ô Cách	-0.8398546059252291	2.5	2	2	2	21.0586306	105.8973885
Nhà riêng tại đường Đội Cấn	-0.7164745265375624	5.65	4	3	2	21.0361206	105.8168371
Nhà riêng tại phố Kim Hoa	0.14718602917610416	9.9	6	6	2	21.0118383	105.8371745
Căn hộ chung cư tại Sky Central	0.29524212444130415	3.5	3	2	2	20.9827823638916	105.83438110351562
Nhà riêng tại đường Ngọc Hồi	-0.8398546059252291	2.38	3	3	2	20.9488254	105.8442566
Nhà riêng tại đường 1A	-0.6424464789049624	7.5	2	1	2	20.954259521646	105.841559969489
Căn hộ chung cư tại Diamond Flower Tower	2.516083553419304	9.4	3	2	2	21.005578994750977	105.80374908447266
Căn hộ chung cư tại The Artemis	0.2705661085637708	4.3	2	2	2	20.9997215270996	105.828330993652
Nhà riêng tại đường Trung Yên 10	0.7640864261144374	22.0	6	5	2	21.0163134	105.8007955
Nhà riêng tại đường Khuyến Lương	0.2705661085637708	4.3	1	1	2	20.9714273	105.8843225
Nhà riêng tại đường Yên Nghĩa	-0.8645306218027624	2.58	4	3	2	21.0163377	105.7840464
Nhà riêng tại đường Đê Tô Hoàng	-0.5930944471498958	8.8	5	5	2	21.0060639623646	105.84985171708
Căn hộ chung cư tại phố Trần Đại Nghĩa	0.6407063467267707	2.45	2	2	2	21.0055532	105.8459252
Căn hộ chung cư tại Diamond Goldmark City	1.0108465848897707	4.6	3	2	2	21.044233322143555	105.76731872558594
Nhà riêng tại đường Mễ Trì	-0.3463342883745624	11.8	5	5	2	21.0118765	105.7758022
Căn hộ chung cư tại Le Grand Jardin Sài Đồng	0.19653806093117082	3.2	2	2	2	21.0359783172607	105.906295776367
Nhà riêng tại phố Phương Mai	-0.8151785900476957	7.6	3	5	2	21.0012748	105.8393044
Nhà riêng tại đường Cổ Nhuế	-0.8645306218027624	3.65	3	3	2	21.064259	105.779589
Căn hộ chung cư tại Indochina Plaza Hanoi	0.5913543149717041	5.05	2	2	2	21.036001205444336	105.78246307373048
Căn hộ chung cư tại đường Kim Ngưu	-0.3463342883745624	0.69	2	2	2	21.0025637	105.8617727
Căn hộ chung cư tại The Sakura - Vinhomes Smart City	0.3199181403188375	3.5	3	2	2	21.005226135253903	105.7389144897461
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	0.5173262673391041	10.5	4	5	2	20.9582824707031	105.767196655273
Nhà riêng tại đường Thanh Lân	-0.8151785900476957	2.9	4	3	2	20.9905612	105.8885841
Nhà mặt phố tại Khu đô thị Đại Kim	-0.3710103042520958	13.5	6	6	2	20.97244644165039	105.81983947753906
Căn hộ chung cư tại Anland LakeView	0.12251001329857082	3.15	2	2	2	20.983043670654297	105.75733947753906
Căn hộ chung cư tại Viha Complex	0.07315798154350417	3.96	2	2	1	20.997587	105.80383
Căn hộ chung cư tại Golden Land	1.8991831564809705	5.5	3	2	2	20.993486	105.80691
Căn hộ chung cư tại Khu đô thị mới Xa La	0.19653806093117082	1.56	2	1	2	20.96246719360352	105.79236602783205
Căn hộ chung cư tại Trinity Tower	0.6160303308492374	3.8	3	2	1	21.00086212158203	105.79305267333984
Căn hộ chung cư tại Sun Grand City	2.0965912835012372	21.0	3	2	-1	21.0411720275879	105.825096130371
Căn hộ chung cư tại Hoàng Thành Pearl	0.2705661085637708	4.5	2	2	1	21.0401592254639	105.76131439209
Căn hộ chung cư tại Vimeco II - Nguyễn Chánh	2.0225632358686374	6.0	3	2	2	21.009666442871094	105.7937469482422
Căn hộ chung cư tại Khu đô thị Văn Khê	1.0108465848897707	3.2	3	2	2	20.972412109375	105.761528015137
Nhà riêng tại đường Dịch Vọng	-0.3463342883745624	8.6	4	3	2	21.0292025	105.7831753
Căn hộ chung cư tại Hinode City	0.17186204505363747	3.8	3	2	-1	20.9959945678711	105.861267089844
Nhà mặt phố tại đường Tân Mai	0.5173262673391041	11.5	6	6	2	20.9837408	105.8500372
Nhà riêng tại đường Nguyễn Khang	-0.4697143677622291	10.9	5	5	2	21.0276141	105.7986536
Căn hộ chung cư tại Vinhomes Smart City	-0.913882653557829	1.5	1	1	2	21.0088520050049	105.743919372559
Nhà mặt phố tại Khu đô thị Văn Khê	0.3445941561963708	10.5	4	6	2	20.972412109375	105.76152801513672
Căn hộ chung cư tại Sun Grand City Ancora Residence	1.183578696032504	7.96	3	2	-1	21.0116748809814	105.862678527832
Nhà riêng tại phố Vũ Tông Phan	-0.8151785900476957	5.99	4	4	2	20.9980038	105.8172118
Căn hộ chung cư tại Khu đô thị Yên Hòa	0.887466505502104	5.25	3	2	2	21.0187587738037	105.794776916504
Nhà riêng tại phố Nghĩa Đô	-0.2229542089868958	17.5	6	5	2	21.0483269	105.7956063
Nhà riêng tại đường Phú Diễn	-0.4697143677622291	12.5	4	6	2	21.0452512	105.7624855
Nhà riêng tại đường Cầu Bươu	-0.3463342883745624	6.5	5	5	2	20.9599146397705	105.802546678296
Nhà riêng tại đường Xuân Đỉnh	0.2705661085637708	7.9	6	4	2	21.0713761	105.7943322
Nhà mặt phố tại đường Nguyễn Khả Trạc	-0.2229542089868958	21.5	8	6	2	21.0450471	105.7773378
Nhà riêng tại phố Nhân Hòa	0.07315798154350417	13.8	13	13	2	21.0019942	105.8097293
Nhà riêng tại đường Phố Trạm	-0.5930944471498958	4.25	4	3	-1	21.026428	105.8930876
Nhà riêng tại đường Tứ Liên	-0.4697143677622291	12.0	4	5	2	21.0695076	105.8378366
Căn hộ chung cư tại Goldsilk Complex	0.22121407680870414	2.95	2	2	2	20.978439331054688	105.77264404296876
Nhà riêng tại đường Tô Vĩnh Diện	-0.8645306218027624	6.6	3	5	2	20.9996802	105.820891
Nhà riêng tại đường Đào Tấn	-0.2969822566194958	7.6	4	3	2	21.0325448	105.8089097
Nhà riêng tại phố Việt Hưng	-0.8892066376802957	2.95	3	4	2	21.0526129	105.8988115
Nhà riêng tại đường Hoàng Văn Thái	-0.4697143677622291	5.99	4	4	2	20.9965037	105.8261259
Căn hộ chung cư tại Khu đô thị Nam Thăng Long - Ciputra	-0.4697143677622291	2.3	1	1	2	21.07213592529297	105.81099700927734
Căn hộ chung cư tại The K Park	-0.27230624074196247	2.52	2	2	2	20.95990562438965	105.79180145263672
Căn hộ chung cư tại Hateco Laroma	0.6407063467267707	6.98	3	2	2	21.0204162597656	105.807243347168
Căn hộ chung cư tại Khu đô thị Việt Hưng	0.7147343943593707	1.9	3	2	2	21.0626907348633	105.908332824707
Nhà riêng tại phố Liễu Giai	-0.27230624074196247	15.8	9	5	2	21.0339173	105.8133757
Căn hộ chung cư tại Hapulico Complex	0.49265025146157077	4.1	2	2	2	21.00048828125	105.807159423828
Căn hộ chung cư tại Stellar Garden	1.0601986166448374	6.3	3	2	1	20.998947143554688	105.8041763305664
Nhà riêng tại đường Hoàng Văn Thái	-0.6177704630274291	8.8	3	3	2	20.9969854	105.8245436
Nhà riêng tại đường Vĩnh Tuy	-0.5190663995172957	5.35	7	5	2	21.0004052	105.8713107
Nhà riêng tại đường Nguyễn Trãi	-0.5684184312723625	3.5	1	1	2	20.9728666	105.7790504
Nhà riêng tại đường Nguyễn Trãi	-0.8892066376802957	3.6	3	2	2	20.9877606	105.8006384
Căn hộ chung cư tại Royal City	1.8745071406034373	6.7	3	3	2	21.0026664733887	105.8154296875
Căn hộ chung cư tại The Zenpark	-1.0372627329454958	1.26	1	1	2	21.00174140930176	105.94214630126952
Căn hộ chung cư tại MD Complex Mỹ Đình	1.183578696032504	5.3	3	2	-1	21.02913284301757	105.76129913330078
Nhà riêng tại phố Thái Hà	-0.27230624074196247	13.2	6	5	2	21.012597	105.8201087
Nhà riêng tại phố Bạch Mai	-0.3463342883745624	11.0	3	5	2	20.998032	105.8503425
Nhà biệt thự, liền kề tại Vinhomes Thăng Long	2.7381676963171038	22.5	5	4	2	20.998750686645508	105.71778869628906
Nhà riêng tại phố Ngọc Trì	-0.9385586694353624	3.39	4	5	2	21.0225318	105.9141362
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	-0.543742415394829	1.3	1	1	2	21.00241470336914	105.964111328125
Căn hộ chung cư tại Goldmark City	1.1589026801549707	4.73	3	2	0	21.044233322143555	105.76731872558594
Căn hộ chung cư tại Khu đô thị Kim Văn - Kim Lũ (Golden Silk)	0.12251001329857082	2.0	3	2	2	20.9732913970947	105.820007324219
Căn hộ chung cư tại Khu nhà ở Hưng Thịnh	-0.3216582724970291	1.4	2	1	2	20.95280647277832	105.78500366210938
Nhà riêng tại đường Lạc Long Quân	-0.6177704630274291	6.3	4	4	2	21.0610134	105.809127
Căn hộ chung cư tại Green Diamond 93 Láng Hạ	2.1212672993787707	13.7	3	2	0	21.016826629638672	105.81522369384766
Nhà riêng tại đường Ngọc Thụy	-0.8398546059252291	3.85	3	4	-1	21.0497426	105.8667669
Nhà riêng tại đường Tố Hữu	-0.8892066376802957	2.15	4	3	2	20.9835697	105.7722596
Nhà riêng tại phố Hàng Lược	-0.9632346853128957	5.5	3	3	2	21.0377898	105.8479232
Căn hộ chung cư tại Sunshine Garden	0.19653806093117082	3.7	3	2	-1	20.9966850280762	105.873847961426
Nhà riêng tại đường Lạc Long Quân	-0.6177704630274291	6.15	4	5	2	21.0556973	105.8088033
Căn hộ chung cư tại Dreamland Bonanza	0.07315798154350417	4.15	2	2	2	21.03061	105.78103
Nhà riêng tại phố Phương Liệt	-0.2969822566194958	8.3	6	4	2	20.9965314	105.8426875
Căn hộ chung cư tại Indochina Plaza Hanoi	1.8745071406034373	8.0	3	2	2	21.036001205444336	105.78246307373048
Nhà riêng tại đường Phú Diễn	-0.42036233600716244	7.4	5	5	2	21.0452512	105.7624855
Căn hộ chung cư tại Times City	1.6277469818281038	8.2	4	3	-1	20.99479103088379	105.86784362792967
Căn hộ chung cư tại Chung cư Ruby City CT3	-0.3710103042520958	1.35	2	2	1	21.036306381225582	105.93312072753906
Căn hộ chung cư tại Sky Park Residence	0.4186222038289708	5.3	3	2	2	21.027246475219727	105.7860107421875
Căn hộ chung cư tại Vinhomes Smart City	0.14718602917610416	3.1	3	2	-1	21.008852005004883	105.7439193725586
Căn hộ chung cư tại Masteri West Heights	1.257606743665104	6.0	3	3	2	21.00620651245117	105.73707580566406
Nhà riêng tại đường An Thọ 1	-0.8892066376802957	2.85	3	3	-1	20.9984633137811	105.721863500988
Căn hộ chung cư tại Le Grand Jardin Sài Đồng	0.6900583784818374	4.0	3	2	-1	21.0359783172607	105.906295776367
Nhà riêng tại đường Lĩnh Nam	-0.6177704630274291	3.76	4	4	-1	20.9835701	105.8755165
Căn hộ chung cư tại CT4 Vimeco II	1.775803077093304	6.34	3	2	2	21.008962631225582	105.79312896728516
Nhà riêng tại phường Xuân Đỉnh	-0.025546081966629157	9.0	10	10	-1	21.0752334644906	105.789553779048
Căn hộ chung cư tại The Pride	0.09783399742103749	2.4	2	2	2	20.976024627685547	105.7615966796875
Nhà riêng tại đường Tân Mai	-0.5190663995172957	8.0	5	4	2	20.983687	105.848156
Căn hộ chung cư tại Ecohome Phúc Lợi	-0.4697143677622291	1.5	2	1	2	21.0423583984375	105.92729949951172
Nhà riêng tại đường Nước Phần Lan	-0.6424464789049624	6.5	4	4	2	21.0628237	105.8365795
Nhà riêng tại đường Nguyễn Văn Cừ	-0.8645306218027624	4.05	3	3	2	21.0495394	105.8834124
Nhà riêng tại đường Xuân La	0.3199181403188375	14.0	14	8	2	21.0644876	105.8061035
Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm	-0.3710103042520958	1.78	2	1	2	21.00241470336914	105.964111328125
Căn hộ chung cư tại The Sakura - Vinhomes Smart City	0.3199181403188375	3.6	3	2	2	21.0052261352539	105.738914489746
Căn hộ chung cư tại Ecolife Capitol	-0.4943903836397624	2.25	2	1	2	20.99453353881836	105.78939056396484
Căn hộ chung cư tại Green Park Tower	0.887466505502104	4.58	3	2	2	21.0223999023438	105.786666870117
Căn hộ chung cư tại Thanh Xuân Complex	3.725208331418437	12.1	4	3	2	20.9992942810059	105.804954528809
Căn hộ chung cư tại Hòa Bình Green City	0.023805949788437503	2.7	2	2	1	21.00026512146	105.869934082031
Căn hộ chung cư tại Chung cư 89 Phùng Hưng	0.5913543149717041	2.75	3	2	2	20.97003173828125	105.78502655029295
Căn hộ chung cư tại The Tonkin - Vinhomes Smart City	-0.07489811372169582	3.0	2	2	2	21.0052261352539	105.738914489746
Căn hộ chung cư tại Cầu Giấy Center Point	1.4303388548078373	6.9	3	3	2	21.032211303710938	105.79969787597656
Nhà riêng tại phố Bạch Mai	0.5666782990941708	15.2	4	5	2	20.998032	105.8503425
Căn hộ chung cư tại The Matrix One	0.6653823626043041	4.45	2	2	1	21.0093860626221	105.773872375488
Nhà riêng tại phố Nghĩa Tân	-0.5930944471498958	1.8	2	1	2	21.0450408	105.7921796
Căn hộ chung cư tại đường Phạm Ngọc Thạch	-0.4697143677622291	1.0	2	2	2	21.0082556	105.8337185
Nhà riêng tại đường Hoàng Mai	0.4186222038289708	18.0	4	3	2	20.9885384	105.8568166
Căn hộ chung cư tại South Tower	-0.12425014547676247	2.35	2	2	2	20.962495803833008	105.84484100341795
Nhà riêng tại đường Giáp Nhị	-0.8398546059252291	4.05	4	4	2	20.9779547	105.8426875
Căn hộ chung cư tại Khu Ngoại Giao Đoàn	0.6407063467267707	5.0	3	2	2	21.0658397674561	105.798149108887
Nhà riêng tại đường Lạc Long Quân	-0.7164745265375624	9.2	5	4	2	21.0556973	105.8088033
Căn hộ chung cư tại Stellar Garden	1.6524229977056373	5.7	3	2	2	20.9989471435547	105.804176330566
Căn hộ chung cư tại Mulberry Lane	0.5173262673391041	3.5	2	2	-1	20.98651885986328	105.7863998413086
Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony	0.07315798154350417	3.1	2	2	1	21.0243949890137	105.72908782959
Nhà riêng tại đường Ngô Thì Sỹ	-0.6671224947824957	6.0	4	4	-1	20.9783437996122	105.777473350704
Nhà riêng tại đường Nguyễn Ngọc Nại	-0.765826558292629	4.99	4	2	2	20.9988373	105.8257652
Căn hộ chung cư tại Khu đô thị Mỹ Đình II	1.1342266642774375	4.1	3	2	2	21.03158569335937	105.76820373535156
Căn hộ chung cư tại Chung cư Sông Đà 7	0.5913543149717041	4.8	2	2	-1	21.0112419128418	105.79534149169922
Nhà riêng tại đường Cầu Giấy	-0.3956863201296291	5.0	4	4	2	21.0319529	105.7995321
Nhà riêng tại phường Phúc Đồng	-0.913882653557829	3.15	3	4	2	21.0377985949955	105.897368599106
Nhà riêng tại đường Ngọc Thụy	0.39394618795143743	13.4	4	4	2	21.0497426	105.8667669
Căn hộ chung cư tại FLC Landmark Tower	2.219971362888904	4.3	3	2	2	21.034076690673828	105.77035522460938
Nhà riêng tại phố Hoàng Cầu	0.023805949788437503	16.0	4	4	2	21.0164891	105.8227091
Căn hộ chung cư tại Newhouse Xa La	-0.2229542089868958	2.02	2	2	2	20.96022224426269	105.7929229736328
Căn hộ chung cư tại HH1 Linh Đàm	0.17186204505363747	2.2	3	2	1	20.96473503112793	105.82636260986328
Nhà riêng tại đường Hoàng Mai	0.023805949788437503	11.0	4	4	2	20.9885384	105.8568166
Căn hộ chung cư tại The Garden Hills - 99 Trần Bình	0.2705661085637708	3.0	2	2	2	21.030405044555664	105.77703094482422
Nhà riêng tại đường Hoàng Ngân	-0.5930944471498958	6.3	4	4	2	21.008482	105.8015301
Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony	-0.07489811372169582	2.8	2	2	1	21.024394989013672	105.72908782958984
Nhà riêng tại phố Khâm Thiên	-1.1853188282106957	1.85	2	2	2	21.0186842	105.838221
Nhà riêng tại phố Khâm Thiên	-1.2099948440882289	2.6	4	3	2	21.0186842	105.838221
Nhà riêng tại đường Văn Phúc	-0.4697143677622291	9.0	5	5	2	20.9784116	105.7739183
Nhà riêng tại đường Xuân La	-0.913882653557829	4.3	4	4	2	21.0644876	105.8061035
Nhà riêng tại đường Tam Trinh	-0.9632346853128957	3.1	5	5	2	20.9911024	105.8630615
Nhà riêng tại phố Trung Kính	-0.2969822566194958	18.5	5	4	2	21.0187118	105.7924762
Nhà riêng tại đường Lê Quang Đạo	-0.42036233600716244	8.5	13	14	2	21.0122732	105.7708047
Nhà riêng tại phường Thạch Bàn	-0.3463342883745624	6.3	6	4	2	21.0210843167127	105.91777772435
Nhà riêng tại phố Thái Hà	-0.6917985106600291	11.96	3	4	2	21.012597	105.8201087
